# Game: アークナイツ (Code: arknights)
category_name,reading,word,description
人名,いかくえくしあ,新約エクシア,
人名,いかくおーきっど,焔狐竜オーキッド,
人名,いかくかたぱると,ジンオウSカタパルト,
人名,いかくがゔぃる,百錬ガヴィル,
人名,いかくくるーす,寒芒クルース,
人名,いかくぐれい,承曦グレイ,
人名,いかくけるしー,ケルシー・エスペランタ,
人名,いかくさいれんす,淬羽サイレンス,
人名,いかくしるばーあっしゅ,凛御シルバーアッシュ,
人名,いかくしーじ,ヴィーナ・ヴィクトリア,
人名,いかくじぇしか,滌火ジェシカ,
人名,いかくすかじ,濁心スカジ,
人名,いかくすぺくたー,帰溟スペクター,
人名,いかくすわいやー,琳琅スワイヤー,
人名,いかくずぃまー,怒潮ズィマー,
人名,いかくそーんず,引星ソーンズ,
人名,いかくだぶりゅー,ウィシャデル,
人名,いかくちぇん,遊龍チェン,
人名,いかくちぇん,赤刃明霄チェン,
人名,いかくてきさす,血掟テキサス,
人名,いかくにあーる,耀騎士ニアール,
人名,いかくのいるほーん,レウスSノイルホーン,
人名,いかくはいびすかす,濯塵ハイビスカス,
人名,いかくぱふゅーまー,萃香パフューマー,
人名,いかくふぁんとむ,トラゴーディア,
人名,いかくふぇん,歴陣鋭槍フェン,
人名,いかくぶれいず,熾炎ブレイズ,
人名,いかくぷらまにくす,聖聆プラマニクス,
人名,いかくほしぐま,斬業ホシグマ,
人名,いかくやとう,キリンRヤトウ,
人名,いかくらっぷらんど,荒蕪ラップランド,
人名,いかくらゔぁ,炎獄ラヴァ,
人名,いかくりーど,焔影リード,
人名,いかくれいず,司霆レイズ,
人名,いぐぜきゅたー,イグゼキュター,
名詞,いし,医師,
名詞,いじんのみちを,遺塵の道を,
人名,いねす,イネス,
名詞,いのちあるもののたび,命ある者の旅,
人名,いふりーた,イフリータ,
名詞,いべりあ,イベリア,
名詞,いりょう,医療,
人名,いんぐりっど,イングリッド,
人名,いんさいだー,インサイダー,
人名,いんせいそーんず,引星ソーンズ,
人名,いんでぃご,インディゴ,
人名,いんどら,インドラ,
人名,いーさん,イーサン,
人名,いーすちな,イースチナ,
人名,いーゔぇぐなーで,イーヴェグナーデ,
人名,うぁん,ウァン,
人名,うぃしゃでる,ウィシャデル,
人名,うぃすぱーれいん,ウィスパーレイン,
人名,うぃすらっしゅ,ウィスラッシュ,
人名,うぃんどすくーと,ウィンドスクート,
人名,うぃんどちゃいむ,ウィンドチャイム,
人名,うぃーでぃ,ウィーディ,
人名,ういんどふりっと,ウインドフリット,
名詞,うぇんでぃご,ウェンディゴ,
名詞,うぉるもんどのはくぼ,ウォルモンドの薄暮,
人名,うぉーみー,ウォーミー,
人名,うくしく,ウクシク,
名詞,うすぐらいどろぬま,薄暗い泥沼,
人名,うたげ,ウタゲ,
人名,うっどろう,ウッドロウ,
人名,うゆう,ウユウ,
名詞,うるさす,ウルサス,
名詞,うるさすのこどもたち,ウルサスの子供たち,
人名,うるすら,ウルスラ,
人名,うるぴあぬす,ウルピアヌス,
人名,うるぴすふぉりあ,ウルピスフォリア,
人名,うるふぇないと,ウルフェナイト,
人名,うん,ウン,
人名,えあーすかーぺ,エアースカーペ,
名詞,えいし,衛士,
人名,えいぷりる,エイプリル,
人名,えいやふぃやとら,エイヤフィヤトラ,
人名,えくしあ,エクシア,
人名,えすてる,エステル,
人名,えにす,エニス,
人名,えふいーたー,エフイーター,
人名,えら,Ela,
人名,えらと,エラト,
人名,えりじうむ,エリジウム,
人名,えるまんがるど,エルマンガルド,
人名,えんえいりーど,焔影リード,
名詞,えんえんたるしょくどう,蜿蜒たる蜀道,
人名,えんかく,エンカク,
人名,えんこりゅうおーきっど,焔狐竜オーキッド,
名詞,えんごく,炎国,
人名,えんごくらゔぁ,炎獄ラヴァ,
名詞,えんしぇんとふぉーじ,洪炉示歳,
人名,えんしおでぃす,エンシオディス,
人名,えんてれけいあ,エンテレケイア,
人名,えんふぉーさー,エンフォーサー,
人名,えーべんほるつ,エーベンホルツ,
人名,おえるぴーたーず,オエル・ピーターズ,
人名,おっだ,オッダ,
名詞,おぶしでぃあんふぇすてぃばる,オブシディアンフェスティバル,
名詞,おぺれーしょんおりじにうむだすと,オペレーション オリジニウムダスト,
名詞,おぺれーしょんるーせんとあろーへっど,オペレーション ルーセントアローヘッド,
名詞,おりじにうむ,源石,
名詞,おりじにうむあーつ,オリジニウムアーツ,
名詞,おりじにうむあーつ,源石術,
名詞,おりじむし,オリジムシ,
名詞,おりぱしー,鉱石病,
人名,おーきっど,オーキッド,
人名,おーろら,オーロラ,
名詞,かいしょり,懐黍離,
名詞,かいとうらんま,快刀乱麻,
名詞,かいほうしゃ,解放者,
名詞,かいりけつごう,解離結合,
名詞,かぎなわし,鉤縄師,
名詞,かくさんじゅつし,拡散術師,
名詞,かくせい,覚醒,
名詞,かざんとくもとゆめいろのたびじ,火山と雲と夢色の旅路,
人名,かしゃ,カシャ,
名詞,かじみえーしゅ,カジミエーシュ,
人名,かすたー,カスター,
人名,かぜまる,カゼマル,
人名,かたぱると,カタパルト,
人名,かったー,カッター,
名詞,かなたをのぞむ,彼方を望む,
人名,かにぱらーと,カニパラート,
人名,かふか,カフカ,
名詞,かりゅうど,狩人,
名詞,かれんでゅら,カレンデュラ,
人名,かろりん,カロリン,
名詞,かんそくし,緩速師,
人名,かんたーびれ,カンタービレ,
人名,かんぼうくるーす,寒芒クルース,
人名,かーでぃ,カーディ,
人名,かーねりあん,カーネリアン,
名詞,がちゅうじん,画中人,
人名,がるす,GALLUS2,
人名,がゔぃる,ガヴィル,
人名,きあーべ,キアーベ,
名詞,きかんみつりんのおさ,帰還！密林の長,
名詞,ききけいやく,危機契約,
名詞,きさい,鬼才,
名詞,きしかいせい,起死回生,
名詞,きしゅ,旗手,
人名,きちせい,キチセイ,
人名,きちせい,吉星,
名詞,きとうし,祈祷師,
名詞,きへいとはんたー,騎兵と狩人,
人名,きめいすぺくたー,帰溟スペクター,
人名,きゃさりん,キャサリン,
人名,きゃっするすりー,Castle-3,
人名,きゃろる,キャロル,
名詞,きゅうてんちょっか,急転直下,
名詞,きょうかん,教官,
名詞,きょうしゅうしゃ,強襲者,
名詞,きょうしんきょうぎ,協心競技,
名詞,きょうじんごう,狂人号,
名詞,きょうちゅうしゅう,鏡中集,
名詞,きょうれきしょうぜん,驚靂蕭然,
名詞,きょくぶえし,局部壊死,
人名,きらら,キララ,
人名,きりんあーるやとう,キリンRヤトウ,
名詞,きんりつがくしょう,金律楽章,
名詞,きんりつほうえい,金律法衛,
人名,ぎたーの,ギターノ,
名詞,ぎょうしょうにん,行商人,
地名,ぎんしんこ,銀心湖,
名詞,ぎんしんこてつどう,銀心湖鉄道,
名詞,ぎんゆうしゃ,吟遊者,
人名,くいさるしんな,クイサルシンナ,
人名,くいさるとぅしゅた,クイサルトゥシュタ,
名詞,くうそうのかてい,空想の花庭,
人名,くえるくす,クエルクス,
人名,くぉーつ,クォーツ,
人名,くおーら,クオーラ,
名詞,くくるかん,ククルカン,
名詞,くぐつし,傀儡師,
地名,くさりかわ,鎖川,
人名,くしきろく,九色鹿,
名詞,くなんようらん,苦難揺籃,
人名,くらうんすれいやー,クラウンスレイヤー,
名詞,くらきぞうせんじょ,暗き造船所,
人名,くらっくぼーん,クラックボーン,
名詞,くらんた,クランタ,
名詞,くらんたじん,クランタ人,
人名,くりすてんらいと,クリステン・ライト,
人名,くりふはーと,クリフハート,
名詞,くるびあ,クルビア,
人名,くるーす,クルース,
人名,くれまん,クレマン,
人名,くろわっさん,クロワッサン,
人名,くろゔぃしあ,クロヴィシア,
人名,くろーじゃ,クロージャ,
名詞,くろーにん,クローニン,
人名,くーりえ,クーリエ,
人名,ぐむ,グム,
人名,ぐらうこす,グラウコス,
人名,ぐらに,グラニ,
人名,ぐらべる,グラベル,
名詞,ぐらんどばざーる,グランドバザール,
人名,ぐりむまはと,グリムマハト,
人名,ぐれい,グレイ,
人名,ぐれいでぃーあ,グレイディーア,
人名,ぐれいんばっず,グレインバッズ,
人名,ぐれーすべあらー,グレースベアラー,
人名,ぐれーすろーと,グレースロート,
名詞,ぐんゆし,群癒師,
人名,けいぱー,ケイパー,
人名,けおべ,ケオベ,
名詞,けおべのきのこがりめいかい,ケオベの茸狩迷界,
人名,けすとれる,ケストレル,
名詞,けっとうしゃ,決闘者,
人名,けつじょうてきさす,血掟テキサス,
人名,けるしー,ケルシー,
人名,けるしーえすぺらんた,ケルシー・エスペランタ,
人名,けるん,ケルン,
名詞,けんごう,剣豪,
名詞,けんしゅきょうてい,堅守協定,
名詞,けんじょうほうしゅ,堅城砲手,
名詞,けんそうのおきて,喧騒の掟,
名詞,げんめつ,幻滅,
名詞,こうえんやらうらくよう,紅炎遣らう落葉,
名詞,こうかんざんしょく,光冠残蝕,
名詞,こうしょう,工匠,
名詞,こうとう,高塔,
人名,こうぶらっぷらんど,荒蕪ラップランド,
名詞,こくようせきさい,黒曜石祭,
名詞,こせい,孤星,
名詞,ことうげきしん,孤島激震,
名詞,このほのおがてらすさき,この炎が照らす先,
人名,ころせらむ,コロセラム,
人名,こんとれいる,コントレイル,
人名,こんびくしょん,コンビクション,
人名,こんふぇすふぉーてぃーせぶん,CONFESS-47,
人名,こーられーゔぇんしゅたいん,コーラ・レーヴェンシュタイン,
人名,こーるどしょっと,コールドショット,
名詞,ごごのいつわ,午後の逸話,
人名,ごーるでんぐろー,ゴールデングロー,
人名,さいうさいれんす,淬羽サイレンス,
名詞,さいかえんじん,淬火煙塵,
名詞,さいぎし,祭儀師,
名詞,さいけんかくさく,再建画策,
名詞,さいのじえゆぇんしい,歳の界園志異,
名詞,さいばーにんじゃ,サイバーニンジャ,
人名,さいらっは,サイラッハ,
人名,さいれんす,サイレンス,
名詞,さいろーぐ,歳ローグ,
名詞,さいろーぐ,歳の界園志異,
人名,さが,サガ,
人名,さべーじ,サベージ,
人名,さらさ,更紗,
人名,さりあ,サリア,
名詞,さるかず,サルカズ,
名詞,さるかずのろへんきだん,サルカズの炉辺奇談,
名詞,さるかずろーぐ,サルカズローグ,
名詞,さるごん,サルゴン,
人名,さんくたみきさー,サンクタ・ミキサー,
地名,さんくとぐりふぁーぶるく,サンクト・グリファーブルク,
人名,さんたら,サンタラ,
名詞,さんだんしゃしゅ,散弾射手,
人名,さんどれこなー,サンドレコナー,
人名,さーふぁー,サーファー,
人名,さーまるいーえっくす,THRM-EX,
名詞,さーみろーぐ,サーミローグ,
名詞,ざんえい,残映,
人名,ざんごうほしぐま,斬業ホシグマ,
人名,しぃんずぅ,シィンズゥ,
人名,しぇーしゃ,シェーシャ,
名詞,しえすた,シエスタ,
人名,しえんぶれいず,熾炎ブレイズ,
名詞,しげんのつの,始源の角,
名詞,しっこうしゃ,執行者,
人名,していれいず,司霆レイズ,
人名,しでろか,シデロカ,
人名,しのはるか,紫野遥,
人名,しゃいにんぐ,シャイニング,
人名,しゃまれ,シャマレ,
人名,しゃれむ,シャレム,
人名,しゅう,シュウ,
名詞,しゅとるむりょうかんく,シュトルム領管区,
名詞,しゅぼうしゃ,守望者,
名詞,しゅんぶん,春分,
人名,しゅゔぁるつ,シュヴァルツ,
人名,しょう,ショウ,
名詞,しょうかいえいし,哨戒衛士,
名詞,しょうかんし,召喚師,
人名,しょうぎぐれい,承曦グレイ,
名詞,しょうしょくよいち,尚蜀夜市,
名詞,しょうしんしゅ,将進酒,
名詞,しらくざーの,シラクザーノ,
人名,しらゆき,シラユキ,
人名,しるばーあっしゅ,シルバーアッシュ,
名詞,しろきうみのかなたへ,白き海の彼方へ,
人名,しんやくえくしあ,新約エクシア,
人名,しゔぃらいとえてるな,シヴィライト・エテルナ,
人名,しー,シー,
人名,しーじ,シージ,
人名,しーん,シーン,
人名,じぇい,ジェイ,
人名,じぇしか,ジェシカ,
人名,じぇっせるとん,ジェッセルトン,
人名,じぇらるど,ジェラルド,
人名,じえゆん,ジエユン,
名詞,じっけんきちのかくのうこ,実験基地の格納庫,
名詞,じひこうとう,慈悲光塔,
人名,じゃすてぃすないと,ジャスティスナイト,
人名,じゃっきー,ジャッキー,
人名,じゅう,ヂュウ,
名詞,じゅうけんし,重剣士,
名詞,じゅうじゅんえいし,重盾衛士,
名詞,じゅうそう,重装,
名詞,じゅえいにてねむる,樹影にて眠る,
名詞,じゅそし,呪詛師,
名詞,じゅつぎえいし,術技衛士,
名詞,じゅつし,術師,
名詞,じゅつせんし,術戦士,
人名,じゅなー,ジュナー,
名詞,じゅゆし,呪癒師,
名詞,じゅんくうしゃ,巡空者,
人名,じゅんじんえいやふぃやとら,純燼エイヤフィヤトラ,
人名,じょうかじぇしか,滌火ジェシカ,
名詞,じんえいにまじわるざんきょう,塵影に交わる残響,
人名,じんおうえすかたぱると,ジンオウSカタパルト,
名詞,じんごごうすいでん,壬午号水田,
人名,じー,ジー,
名詞,すいぎょくのゆめ,翠玉の夢,
名詞,すいげきしゅ,推撃手,
人名,すいこうぱふゅーまー,萃香パフューマー,
名詞,すいぼつちょうくつ,水没潮窟,
人名,すかいふれあ,スカイフレア,
人名,すかいぼっくす,スカイボックス,
人名,すかじ,スカジ,
人名,すかべんじゃー,スカベンジャー,
人名,すかるしゅれっだー,スカルシュレッダー,
人名,すきうーす,スキウース,
人名,すすーろ,ススーロ,
人名,すずらん,スズラン,
人名,すちゅわーど,スチュワード,
人名,すていんれす,ステインレス,
人名,すてふぁの,ステファノ,
人名,すてふぁのとれぐろっさ,ステファノ・トレグロッサ,
人名,すねぐらーちか,スネグラーチカ,
人名,すのーずんと,スノーズント,
名詞,すのーでびる,スノーデビル,
人名,すのーはんたー,スノーハンター,
人名,すぷりあ,スプリア,
人名,すぺくたー,スペクター,
人名,すぽっと,スポット,
人名,すると,スルト,
人名,すわいやー,スワイヤー,
人名,ずぃまー,ズィマー,
人名,ずおらう,ズオ・ラウ,
名詞,せいざんこうりん１１０１,聖山降臨1101,
名詞,せいぞんこうろ,生存航路,
名詞,せいみつしゃしゅ,精密射手,
人名,せいやくいぐぜきゅたー,聖約イグゼキュター,
人名,せいりゅう,セイリュウ,
人名,せいれいぷらまにくす,聖聆プラマニクス,
人名,せいろん,セイロン,
人名,せきじんめいしょうちぇん,赤刃明霄チェン,
人名,せめんと,セメント,
名詞,せんくへい,先駆兵,
人名,せんし,センシ,
名詞,せんしょうのへんさい,千嶂の辺塞,
名詞,せんじゅつか,戦術家,
名詞,せんじゅつしゃしゅ,戦術射手,
名詞,せんちのいつわ,戦地の逸話,
名詞,せんていこうひろば,選帝侯広場,
名詞,せんぷくしゃ,潜伏者,
名詞,せんぽう,先鋒,
名詞,せんめつさくせん,殲滅作戦,
名詞,せんりんしゃしゅ,旋輪射手,
名詞,ぜんえい,前衛,
人名,ぜんえいちぇん,赤刃明霄チェン,
名詞,ぜんけんいにんじどうしき,全権委任自動指揮,
名詞,そうきじゅつし,操機術師,
名詞,そうけんかん,相見歓,
名詞,そうしそうさい,相思相殺,
名詞,そうれいじゅつし,創霊術師,
名詞,そかくそう,阻隔層,
名詞,そくしゃしゅ,速射手,
名詞,そげき,狙撃,
人名,そげきちぇん,遊龍チェン,
人名,そこうあすてじーに,溯光アステジーニ,
人名,そら,ソラ,
人名,そーんず,ソーンズ,
名詞,たいようすらもおいこして,太陽すらも追い越して,
人名,たくじんはいびすかす,濯塵ハイビスカス,
人名,たちゃんか,Tachanka,
人名,たらくさくむ,タラクサクム,
名詞,たりみずむら,滴水村,
名詞,たんさくしゃとぎんぴょうのはて,探索者と銀氷の果て,
名詞,だいきしりょうこうがい,大騎士領郊外,
人名,だくしんすかじ,濁心スカジ,
人名,だぐざ,ダグザ,
名詞,だすじ,駄すじ,
人名,だぶりゅー,W,
名詞,だーてぃまねー,ダーティマネー,
人名,ちぇすとなっと,チェストナット,
名詞,ちぇるのぼーぐ,チェルノボーグ,
人名,ちぇん,チェン,
名詞,ちゅうけんじゅつし,中堅術師,
人名,ちゅーばい,チューバイ,
名詞,ちょうせきのした,潮汐の下,
名詞,ちょこすとりーと,チョコストリート,
人名,ちょんゆえ,チョンユエ,
人名,ちるちゃっく,チルチャック,
名詞,ついげきし,槌撃士,
人名,つぇるにー,ツェルニー,
人名,つきのぎ,ツキノギ,
名詞,つゔぃりんぐとぅるむ,ツヴィリングトゥルム,
名詞,つゔぃりんぐとぅるむのおうごん,ツヴィリングトゥルムの黄金,
名詞,てぃかず,ティカズ,
人名,てぃっぴ,ティッピ,
人名,てぃてぃ,ティティ,
人名,てぃふぉん,ティフォン,
名詞,ていさつへい,偵察兵,
人名,てきさす,テキサス,
人名,てきーら,テキーラ,
人名,てくの,テクノ,
人名,てらたいりくちょうさだん,テラ大陸調査団,
名詞,てらめし,テラ飯,
名詞,てんし,天師,
名詞,てんしふ,天師府,
人名,てんにんか,テンニンカ,
人名,でぃあまんて,ディアマンテ,
人名,でぃぴか,ディピカ,
地名,でいゔぃすたうん,デイヴィスタウン,
名詞,でゅえるちゃんねるぐりーんぐらすしてぃ,デュエルチャンネル：グリーングラスシティ,
名詞,でゅえるちゃんねるはにーでゅーしてぃ,デュエルチャンネル：ハニーデューシティ,
人名,でるふぃな,デルフィナ,
人名,でるふぃーん,デルフィーン,
人名,でーげんぶれひゃー,デーゲンブレヒャー,
人名,とぅいえ,トゥイエ,
人名,とぅえるぶえふ,12F,
名詞,とうえいさくせんまとりくす,投影作戦マトリクス,
名詞,とうかじょきょく,灯火序曲,
名詞,とうごうせんりゃく,統合戦略,
名詞,とうし,闘士,
名詞,とうてきしゅ,投擲手,
名詞,とうりんい,登臨意,
名詞,とうれい,冬霊,
名詞,とうれいじん,冬霊人,
人名,とがわさきこ,豊川祥子,
人名,とぎふぉんす,トギフォンス,
名詞,とくしゅ,特殊,
名詞,とくせいちいさなみずたまり,特製小さな水たまり,
名詞,とざされしせっけい,閉ざされし雪渓,
人名,とたー,トター,
名詞,とつげきへい,突撃兵,
人名,とみみ,トミミ,
人名,とらごーでぃあ,トラゴーディア,
地名,とりまうんつ,トリマウンツ,
人名,とればーふりすとん,トレバー・フリストン,
人名,どぅりん,ドゥリン,
人名,どぅーま,ドゥーマ,
名詞,どうとうのしれん,導灯の試練,
人名,どく,Doc,
名詞,どごうこうみょう,怒号光明,
人名,どちょうずぃまー,怒潮ズィマー,
名詞,どっそれすかんすいこう,ドッソレス換水口,
名詞,どっそれすほりでー,ドッソレスホリデー,
人名,どろしー,ドロシー,
人名,どろすて,ドロステ,
人名,どーべるまん,ドーベルマン,
人名,ないちんげーる,ナイチンゲール,
名詞,ないとちゃんぴおん,ナイトチャンピオン,
名詞,ないとちゃんぴおん,「ナイトチャンピオン」,
人名,ないとめあ,ナイトメア,
人名,なすてぃ,ナスティ,
人名,なすてぃるのれい,ナスティ・ルノレイ,
人名,ならんとぅや,ナラントゥヤ,
人名,なるしっさ,ナルシッサ,
地名,なんいん,南院,
地名,なんいんあんざいみつくえたいしゃ,南院行在御机大社,
名詞,なんぽうかんごく,南方監獄,
名詞,にあーらいと,ニアーライト,
人名,にあーる,ニアール,
人名,にぇん,ニェン,
名詞,にしこおり,錦織,
名詞,にやにやだにへ,ニヤニヤ谷へ,
名詞,にゅーほてるどおり,ニューホテル通り,
人名,にんふ,ニンフ,
人名,ねくらす,ネクラス,
人名,のいるほーん,ノイルホーン,
人名,のうえる,ノウエル,
人名,のーしす,ノーシス,
名詞,はいきこうく,廃棄鉱区,
人名,はいでぃ,ハイディ,
人名,はいびすかす,ハイビスカス,
人名,はいもあ,ハイモア,
名詞,はかいしゃ,破壊者,
名詞,はがねがに,ハガネガニ,
名詞,はじょうしゃしゅ,破城射手,
人名,はでぃや,ハディヤ,
人名,はにゅうももか,羽生萌々香,
人名,はにーべりー,ハニーベリー,
人名,はるか,ハルカ,
人名,はろるど,ハロルド,
人名,はろるどくれいがぼん,ハロルド・クレイガボン,
人名,はーもにー,ハーモニー,
人名,ばいそん,バイソン,
人名,ばいびーく,バイビーク,
名詞,ばくげきじゅつし,爆撃術師,
人名,ばぐぱいぷ,バグパイプ,
人名,ばにら,バニラ,
人名,ばぶる,バブル,
名詞,ばべる,バベル,
名詞,ばんかがはいにかえるとき,挽歌が灰に還る時,
人名,ばーど,バード,
人名,ぱいんこーん,パインコーン,
人名,ぱずる,パズル,
人名,ぱぜおんか,パゼオンカ,
人名,ぱっせんじゃー,パッセンジャー,
人名,ぱぴるす,パピルス,
人名,ぱふゅーまー,パフューマー,
人名,ぱぷりか,パプリカ,
人名,ぱらす,パラス,
名詞,ひごえいし,庇護衛士,
名詞,ひじゅつし,秘術師,
名詞,ひぞめのびろーど,緋染めのビロード,
人名,ひゃくれんがゔぃる,百錬ガヴィル,
人名,ひゅーます,ヒューマス,
人名,ひるでがると,ヒルデガルト,
名詞,ひろっくぐんこうがい,ヒロック郡郊外,
名詞,ひーら,雪境,
人名,びっぐぼぶ,ビッグ・ボブ,
名詞,びーえすだぶりゅー,BSW,
人名,びーぐる,ビーグル,
人名,びーずわくす,ビーズワクス,
人名,びーはんたー,ビーハンター,
人名,びーんすとーく,ビーンストーク,
名詞,ぴっつぇる,ピッツェル,
人名,ぴーたーず,ピーターズ,
人名,ふぁいやーうぉっち,ファイヤーウォッチ,
人名,ふぁいやーほいっする,ファイヤーホイッスル,
人名,ふぁんとむ,ファントム,
名詞,ふぁんとむとあかききせき,ファントムと緋き貴石,
名詞,ふぁんとむろーぐ,ファントムローグ,
人名,ふぁーとぅーす,ファートゥース,
人名,ふぃあめった,フィアメッタ,
人名,ふぃぐりーの,フィグリーノ,
名詞,ふぃでぃあ,フィディア,
人名,ふぃらえ,フィラエ,
人名,ふぃりおぷしす,フィリオプシス,
名詞,ふうせついっか,風雪一過,
人名,ふぇでりこ,フェデリコ,
名詞,ふぇりーん,フェリーン,
名詞,ふぇりーんぞく,フェリーン族,
名詞,ふぇるす,フェルス,
人名,ふぇるでぃなんど,フェルディナンド,
人名,ふぇるでぃなんどくるーにー,フェルディナンド・クルーニー,
名詞,ふぇるまーてどおり,フェルマーテ通り,
人名,ふぇん,フェン,
固有名詞,ふぇんつうんゆ,フェンツ運輸,
人名,ふぉりにっく,フォリニック,
人名,ふぉるとぅな,フォルトゥナ,
人名,ふぉんのあーるぜろ,PhonoR-0,
名詞,ふはいしたこうや,腐敗した荒野,
人名,ふゅーず,Fuze,
名詞,ふらっどびーち,フラッドビーチ,
人名,ふらんか,フランカ,
人名,ふりすとんすりー,Friston-3,
人名,ふりんと,フリント,
人名,ふれいむている,フレイムテイル,
人名,ふろすと,Frost,
人名,ふろすとりーふ,フロストリーフ,
人名,ぶらいおふぁいた,ブライオファイタ,
名詞,ぶらうんている,ブラウンテイル,
名詞,ぶらっくすちーるわーるどわいど,BSW,
名詞,ぶらっくすちーるわーるどわいど,ブラック・スチール・ワールドワイド,
人名,ぶらっくないと,ブラックナイト,
人名,ぶりき,ブリキ,
人名,ぶりぎっど,ブリギッド,
人名,ぶりっつ,Blitz,
人名,ぶりーず,ブリーズ,
人名,ぶれいず,ブレイズ,
人名,ぶれみしゃいん,ブレミシャイン,
人名,ぶろーか,ブローカ,
名詞,ぶんれつ,分裂,
名詞,ぷらいむおりじにうむ,純正源石,
人名,ぷらちな,プラチナ,
人名,ぷらまにくす,プラマニクス,
人名,ぷりゅむ,プリュム,
人名,ぷりん,プリン,
人名,ぷろゔぁんす,プロヴァンス,
人名,ぷろヴぁいぞ,プロヴァイゾ,
人名,へいず,ヘイズ,
人名,へどりー,ヘドリー,
人名,へびーれいん,ヘビーレイン,
人名,へらぐ,ヘラグ,
人名,へるまん,ヘルマン,
人名,へるまんどるくす,ヘルマン・ドルクス,
人名,へれな,ヘレナ,
人名,へーあくんふつほるん,ヘーアクンフツホルン,
名詞,へーあくんふつほるんのよいん,ヘーアクンフツホルンの余韻,
人名,べっろーね,ベッローネ,
人名,べな,ベナ,
人名,べーすらいん,ベースライン,
名詞,ぺっろー,ペッロー,
人名,ぺなんす,ペナンス,
人名,ぺぺ,ペペ,
名詞,ぺんぎんきゅうびん,ペンギン急便,
名詞,ほうしとっぱ,鋒矢突破,
名詞,ほうしゅ,砲手,
名詞,ほうじんじゅつし,法陣術師,
名詞,ほうろうい,放浪医,
地名,ほくいん,北院,
名詞,ほくげんひょうけつはいじょう,北原氷結廃城,
人名,ほしぐま,ホシグマ,
名詞,ほじょ,補助,
人名,ほるはいや,ホルハイヤ,
人名,ほるん,ホルン,
名詞,ほんげんえいし,本源衛士,
名詞,ほんげんじゅつし,本源術師,
名詞,ほんげんせんし,本源戦士,
名詞,ぼうふうちょうぼう,暴風眺望,
人名,ぼたに,ボタニ,
人名,ぼびんぐ,ボビング,
名詞,ぼりばる,ボリバル,
人名,ぽでんこ,ポデンコ,
人名,ぽぷかる,ポプカル,
人名,ぽんしらす,ポンシラス,
人名,まいれんだーせれーね,マイレンダー・セレーネ,
人名,まうんてん,マウンテン,
名詞,まくひらくものたち,幕開く者たち,
人名,まぜらん,マゼラン,
名詞,またあえたね,また会えたね,
名詞,またあした,また明日,
人名,まったーほるん,マッターホルン,
人名,まつきり,マツキリ,
人名,まといまる,マトイマル,
人名,まどろっく,マドロック,
名詞,まりあにあーる,マリア・ニアール,
人名,まりあんなぶれいく,マリアンナ・ブレイク,
人名,まるしる,マルシル,
人名,まるべりー,マルベリー,
名詞,まんじゅいん,蔓珠院,
人名,まんてぃこあ,マンティコア,
人名,まんとら,マントラ,
人名,まーくまっくす,マーク・マックス,
人名,みお,澪,
名詞,みかんのだんしょう,未完の断章,
人名,みすくりすてぃーん,ミス・クリスティーン,
人名,みすみういか,三角初華,
人名,みっどないと,ミッドナイト,
地名,みつくえ,御机,
人名,みづき,ミヅキ,
名詞,みづきとこんぺきのき,ミヅキと紺碧の樹,
名詞,みづきろーぐ,ミヅキローグ,
